,code,name1,name2,type,name3
16601,019966,YFDHYJJYLWNCYHHFOFY,易方达汇裕积极养老五年持有混合(FOF)Y,FOF-进取型,YIFANGDAHUIYUJIJIYANGLAOWUNIANCHIYOUHUNHEFOFY
16602,019967,GYRYHBC,工银如意货币C,货币型-普通货币,GONGYINRUYIHUOBIC
16603,019968,BSYJCZZQC,博时裕景纯债债券C,债券型-长债,BOSHIYUJINGCHUNZHAIZHAIQUANC
16604,019969,ZSJHCLHHA,招商均衡策略混合A,混合型-偏股,ZHAOSHANGJUNHENGCELUEHUNHEA
16605,019970,ZSJHCLHHC,招商均衡策略混合C,混合型-偏股,ZHAOSHANGJUNHENGCELUEHUNHEC
16606,019971,RTLCCZHHC,融通蓝筹成长混合C,混合型-灵活,RONGTONGLANCHOUCHENGZHANGHUNHEC
16607,019972,HFTCYYXHHA,海富通产业优选混合A,混合型-偏股,HAIFUTONGCHANYEYOUXUANHUNHEA
16608,019973,HFTCYYXHHC,海富通产业优选混合C,混合型-偏股,HAIFUTONGCHANYEYOUXUANHUNHEC
16609,019974,TKZZTYCDAAAZS7TCYQ,泰康中证同业存单AAA指数7天持有期,指数型-固收,TAIKANGZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
16610,019975,HXZZWLWZTETFFQSLJA,华夏中证物联网主题ETF发起式联接A,指数型-股票,HUAXIAZHONGZHENGWULIANWANGZHUTIETFFAQISHILIANJIEA
16611,019976,HXZZWLWZTETFFQSLJC,华夏中证物联网主题ETF发起式联接C,指数型-股票,HUAXIAZHONGZHENGWULIANWANGZHUTIETFFAQISHILIANJIEC
16612,019977,BSFXCZZQC,博时富信纯债债券C,债券型-长债,BOSHIFUXINCHUNZHAIZHAIQUANC
16613,019978,RTDLXFHHC,融通动力先锋混合C,混合型-偏股,RONGTONGDONGLIXIANFENGHUNHEC
16614,019979,BSZGDJXYZA,博时中高等级信用债A,债券型-长债,BOSHIZHONGGAODENGJIXINYONGZHAIA
16615,019980,BSZGDJXYZC,博时中高等级信用债C,债券型-长债,BOSHIZHONGGAODENGJIXINYONGZHAIC
16616,019981,ZSXJZZHBC,招商现金增值货币C,货币型-普通货币,ZHAOSHANGXIANJINZENGZHIHUOBIC
16617,019982,HDZXQYHHA,泓德智选启元混合A,混合型-偏股,HONGDEZHIXUANQIYUANHUNHEA
16618,019983,HDZXQYHHC,泓德智选启元混合C,混合型-偏股,HONGDEZHIXUANQIYUANHUNHEC
16619,019984,NHTYCDZS7TCY,南华同业存单指数7天持有,指数型-固收,NANHUATONGYECUNDANZHISHU7TIANCHIYOU
16620,019985,FCQSZXHHA,蜂巢趋势臻选混合A,混合型-偏股,FENGCHAOQUSHIZHENXUANHUNHEA
16621,019986,FCQSZXHHC,蜂巢趋势臻选混合C,混合型-偏股,FENGCHAOQUSHIZHENXUANHUNHEC
16622,019987,WJHLLHXGHHFQSA,万家红利量化选股混合发起式A,混合型-偏股,WANJIAHONGLILIANGHUAXUANGUHUNHEFAQISHIA
16623,019988,WJHLLHXGHHFQSC,万家红利量化选股混合发起式C,混合型-偏股,WANJIAHONGLILIANGHUAXUANGUHUNHEFAQISHIC
16624,019989,HAZZYJSYDSJZTZSFQSA,华安中证云计算与大数据主题指数发起式A,指数型-股票,HUAANZHONGZHENGYUNJISUANYUDASHUJUZHUTIZHISHUFAQISHIA
16625,019990,HAZZYJSYDSJZTZSFQSC,华安中证云计算与大数据主题指数发起式C,指数型-股票,HUAANZHONGZHENGYUNJISUANYUDASHUJUZHUTIZHISHUFAQISHIC
16626,019991,ZOHLJXHHFQA,中欧红利精选混合发起A,混合型-偏股,ZHONGOUHONGLIJINGXUANHUNHEFAQIA
16627,019992,ZOHLJXHHFQC,中欧红利精选混合发起C,混合型-偏股,ZHONGOUHONGLIJINGXUANHUNHEFAQIC
16628,019993,CJHXBZ50CFZSZQA,创金合信北证50成份指数增强A,指数型-股票,CHUANGJINHEXINBEIZHENG50CHENGFENZHISHUZENGQIANGA
16629,019994,CJHXBZ50CFZSZQC,创金合信北证50成份指数增强C,指数型-股票,CHUANGJINHEXINBEIZHENG50CHENGFENZHISHUZENGQIANGC
16630,019995,HXWLHBC,华夏沃利货币C,货币型-普通货币,HUAXIAWOLIHUOBIC
16631,019996,ZYAXZQB,中银安享债券B,债券型-长债,ZHONGYINANXIANGZHAIQUANB
16632,019997,CXYSHYHHA,长信优势行业混合A,混合型-偏股,CHANGXINYOUSHIHANGYEHUNHEA
16633,019998,CXYSHYHHC,长信优势行业混合C,混合型-偏股,CHANGXINYOUSHIHANGYEHUNHEC
16634,019999,GTYZLHHHA,国泰优质领航混合A,混合型-偏股,GUOTAIYOUZHILINGHANGHUNHEA
16635,020000,GTYZLHHHC,国泰优质领航混合C,混合型-偏股,GUOTAIYOUZHILINGHANGHUNHEC
16636,020001,GTJYZZHH,国泰金鹰增长混合,混合型-灵活,GUOTAIJINYINGZENGZHANGHUNHE
16637,020002,GTJLZQA,国泰金龙债券A,债券型-混合一级,GUOTAIJINLONGZHAIQUANA
16638,020003,GTJLHYHH,国泰金龙行业混合,混合型-灵活,GUOTAIJINLONGHANGYEHUNHE
16639,020004,ZOZXCZHHFQA,中欧臻选成长混合发起A,混合型-偏股,ZHONGOUZHENXUANCHENGZHANGHUNHEFAQIA
16640,020005,GTJMWJHHA,国泰金马稳健混合A,混合型-灵活,GUOTAIJINMAWENJIANHUNHEA
16641,020007,GTHBA,国泰货币A,货币型-普通货币,GUOTAIHUOBIA
16642,020009,GTJPLCHH,国泰金鹏蓝筹混合,混合型-灵活,GUOTAIJINPENGLANCHOUHUNHE
16643,020010,GTJNCXCZHH,国泰金牛创新成长混合,混合型-偏股,GUOTAIJINNIUCHUANGXINCHENGZHANGHUNHE
16644,020011,GTHS300ZSA,国泰沪深300指数A,指数型-股票,GUOTAIHUSHEN300ZHISHUA
16645,020012,GTJLZQC,国泰金龙债券C,债券型-混合一级,GUOTAIJINLONGZHAIQUANC
16646,020013,ZOZXCZHHFQC,中欧臻选成长混合发起C,混合型-偏股,ZHONGOUZHENXUANCHENGZHANGHUNHEFAQIC
16647,020014,PHGZESG300ETFLJA,鹏华国证ESG300ETF联接A,指数型-股票,PENGHUAGUOZHENGESG300ETFLIANJIEA
16648,020015,GTQWYSHHA,国泰区位优势混合A,混合型-偏股,GUOTAIQUWEIYOUSHIHUNHEA
16649,020016,PHGZESG300ETFLJC,鹏华国证ESG300ETF联接C,指数型-股票,PENGHUAGUOZHENGESG300ETFLIANJIEC
16650,020017,GFZZ13NNFZZSD,广发中债1-3年农发债指数D,指数型-固收,GUANGFAZHONGZHAI13NIANNONGFAZHAIZHISHUD
16651,020018,GTJLHH,国泰金鹿混合,混合型-偏股,GUOTAIJINLUHUNHE
16652,020019,GTSLZQA,国泰双利债券A,债券型-混合二级,GUOTAISHUANGLIZHAIQUANA
16653,020020,GTSLZQC,国泰双利债券C,债券型-混合二级,GUOTAISHUANGLIZHAIQUANC
16654,020021,GTSZ180JRETFLJA,国泰上证180金融ETF联接A,指数型-股票,GUOTAISHANGZHENG180JINRONGETFLIANJIEA
16655,020022,GTCLJZLHPZHH,国泰策略价值灵活配置混合,混合型-灵活,GUOTAICELUEJIAZHILINGHUOPEIZHIHUNHE
16656,020023,GTSJQDCLHHA,国泰事件驱动策略混合A,混合型-偏股,GUOTAISHIJIANQUDONGCELUEHUNHEA
16657,020024,BSXYZCZZQB,博时信用债纯债债券B,债券型-长债,BOSHIXINYONGZHAICHUNZHAIZHAIQUANB
16658,020026,GTCZYXHH,国泰成长优选混合,混合型-偏股,GUOTAICHENGZHANGYOUXUANHUNHE
16659,020031,GTXJGLHBA,国泰现金管理货币A,货币型-普通货币,GUOTAIXIANJINGUANLIHUOBIA
16660,020032,GTXJGLHBB,国泰现金管理货币B,货币型-普通货币,GUOTAIXIANJINGUANLIHUOBIB
16661,020033,GTMAZLZQA,国泰民安增利债券A,债券型-混合二级,GUOTAIMINANZENGLIZHAIQUANA
16662,020034,GTMAZLZQC,国泰民安增利债券C,债券型-混合二级,GUOTAIMINANZENGLIZHAIQUANC
16663,020037,PHPZZXHHA,鹏华品质甄选混合A,混合型-偏股,PENGHUAPINZHIZHENXUANHUNHEA
16664,020038,PHPZZXHHC,鹏华品质甄选混合C,混合型-偏股,PENGHUAPINZHIZHENXUANHUNHEC
16665,020039,DWHBC,东吴货币C,货币型-普通货币,DONGWUHUOBIC
16666,020040,YFDAJ30TCYZQA,易方达安嘉30天持有债券A,债券型-长债,YIFANGDAANJIA30TIANCHIYOUZHAIQUANA
16667,020041,YFDAJ30TCYZQC,易方达安嘉30天持有债券C,债券型-长债,YIFANGDAANJIA30TIANCHIYOUZHAIQUANC
16668,020042,SLDHXZQA,施罗德恒享债券A,债券型-混合二级,SHILUODEHENGXIANGZHAIQUANA
16669,020043,SLDHXZQC,施罗德恒享债券C,债券型-混合二级,SHILUODEHENGXIANGZHAIQUANC
16670,020044,DFHZZ03NZJZZSA,东方红中债0-3年政金债指数A,指数型-固收,DONGFANGHONGZHONGZHAI03NIANZHENGJINZHAIZHISHUA
16671,020045,DFHZZ03NZJZZSC,东方红中债0-3年政金债指数C,指数型-固收,DONGFANGHONGZHONGZHAI03NIANZHENGJINZHAIZHISHUC
16672,020046,GFTY180TCYZQA,广发添盈180天持有债券A,债券型-长债,GUANGFATIANYING180TIANCHIYOUZHAIQUANA
16673,020047,GFTY180TCYZQC,广发添盈180天持有债券C,债券型-长债,GUANGFATIANYING180TIANCHIYOUZHAIQUANC
16674,020048,HTHTZZ03NZCXJRZZSA,红塔红土中债0-3年政策性金融债指数A,指数型-固收,HONGTAHONGTUZHONGZHAI03NIANZHENGCEXINGJINRONGZHAIZHISHUA
16675,020049,HTHTZZ03NZCXJRZZSC,红塔红土中债0-3年政策性金融债指数C,指数型-固收,HONGTAHONGTUZHONGZHAI03NIANZHENGCEXINGJINRONGZHAIZHISHUC
16676,020050,YDAHCZZQA,英大安华纯债债券A,债券型-长债,YINGDAANHUACHUNZHAIZHAIQUANA
16677,020051,YDAHCZZQC,英大安华纯债债券C,债券型-长债,YINGDAANHUACHUNZHAIZHAIQUANC
16678,020052,BSHZHHFQSA1,博时惠泽混合发起式A1,混合型-偏股,BOSHIHUIZEHUNHEFAQISHIA1
16679,020053,BSHZHHFQSA2,博时惠泽混合发起式A2,混合型-偏股,BOSHIHUIZEHUNHEFAQISHIA2
16680,020054,BSHZHHFQSA3,博时惠泽混合发起式A3,混合型-偏股,BOSHIHUIZEHUNHEFAQISHIA3
16681,020055,YYYXZQA,永赢悦享债券A,债券型-混合二级,YONGYINGYUEXIANGZHAIQUANA
16682,020056,YYYXZQC,永赢悦享债券C,债券型-混合二级,YONGYINGYUEXIANGZHAIQUANC
16683,020057,YHGDZBHHFQSA,银河高端装备混合发起式A,混合型-偏股,YINHEGAODUANZHUANGBEIHUNHEFAQISHIA
16684,020058,YHGDZBHHFQSC,银河高端装备混合发起式C,混合型-偏股,YINHEGAODUANZHUANGBEIHUNHEFAQISHIC
16685,020059,BSZYPPHHLOFC,博时卓越品牌混合(LOF)C,混合型-偏股,BOSHIZHUOYUEPINPAIHUNHELOFC
16686,020060,PYCXZQA,鹏扬淳旭债券A,债券型-长债,PENGYANGCHUNXUZHAIQUANA
16687,020061,PYCXZQC,鹏扬淳旭债券C,债券型-长债,PENGYANGCHUNXUZHAIQUANC
16688,020062,GLHGHBHHA,格林宏观回报混合A,混合型-偏股,GELINHONGGUANHUIBAOHUNHEA
16689,020063,GLHGHBHHC,格林宏观回报混合C,混合型-偏股,GELINHONGGUANHUIBAOHUNHEC
16690,020064,XBLDKJCXHHA,西部利得科技创新混合A,混合型-偏股,XIBULIDEKEJICHUANGXINHUNHEA
16691,020065,XBLDKJCXHHC,西部利得科技创新混合C,混合型-偏股,XIBULIDEKEJICHUANGXINHUNHEC
16692,020066,FGAT90TGDCYDZZQE,富国安泰90天滚动持有短债债券E,债券型-中短债,FUGUOANTAI90TIANGUNDONGCHIYOUDUANZHAIZHAIQUANE
16693,020067,FZFBJL3GYDKZQ,方正富邦锦利3个月定开债券,债券型-长债,FANGZHENGFUBANGJINLI3GEYUEDINGKAIZHAIQUAN
16694,020068,FGAF30TGDCYDZZQFQSE,富国安福30天滚动持有短债债券发起式E,债券型-中短债,FUGUOANFU30TIANGUNDONGCHIYOUDUANZHAIZHAIQUANFAQISHIE
16695,020069,HSQHHYZLZQA,恒生前海恒源臻利债券A,债券型-混合二级,HENGSHENGQIANHAIHENGYUANZHENLIZHAIQUANA
16696,020070,HSQHHYZLZQC,恒生前海恒源臻利债券C,债券型-混合二级,HENGSHENGQIANHAIHENGYUANZHENLIZHAIQUANC
16697,020071,TPXJZZHHFQSA,太平先进制造混合发起式A,混合型-偏股,TAIPINGXIANJINZHIZAOHUNHEFAQISHIA
16698,020072,TPXJZZHHFQSC,太平先进制造混合发起式C,混合型-偏股,TAIPINGXIANJINZHIZAOHUNHEFAQISHIC
16699,020075,CTZGCXCZHHA,财通资管创新成长混合A,混合型-偏股,CAITONGZIGUANCHUANGXINCHENGZHANGHUNHEA
16700,020076,CTZGCXCZHHC,财通资管创新成长混合C,混合型-偏股,CAITONGZIGUANCHUANGXINCHENGZHANGHUNHEC
16701,020077,JXWDXLZQD,建信稳定鑫利债券D,债券型-长债,JIANXINWENDINGXINLIZHAIQUAND
16702,020078,JXMFZQA,金信民富债券A,债券型-长债,JINXINMINFUZHAIQUANA
16703,020079,JXMFZQC,金信民富债券C,债券型-长债,JINXINMINFUZHAIQUANC
16704,020080,HFHWCZZQD,华富恒稳纯债债券D,债券型-长债,HUAFUHENGWENCHUNZHAIZHAIQUAND
16705,020081,HXHLHBD,华夏惠利货币D,货币型-普通货币,HUAXIAHUILIHUOBID
16706,020082,YFDXYZZQD,易方达信用债债券D,债券型-长债,YIFANGDAXINYONGZHAIZHAIQUAND
16707,020083,YFDTZJXYZZQD,易方达投资级信用债债券D,债券型-长债,YIFANGDATOUZIJIXINYONGZHAIZHAIQUAND
16708,020084,YFDCZZQD,易方达纯债债券D,债券型-长债,YIFANGDACHUNZHAIZHAIQUAND
16709,020086,PHZTSZJJHHA,鹏华智投数字经济混合A,混合型-偏股,PENGHUAZHITOUSHUZIJINGJIHUNHEA
16710,020087,PHZTSZJJHHC,鹏华智投数字经济混合C,混合型-偏股,PENGHUAZHITOUSHUZIJINGJIHUNHEC
16711,020089,GFCZZQE,广发纯债债券E,债券型-长债,GUANGFACHUNZHAIZHAIQUANE
16712,020090,WJYJLHHHA,万家研究领航混合A,混合型-偏股,WANJIAYANJIULINGHANGHUNHEA
16713,020091,WJYJLHHHC,万家研究领航混合C,混合型-偏股,WANJIAYANJIULINGHANGHUNHEC
16714,020092,THAH60TGDCYDZA,天弘安恒60天滚动持有短债A,债券型-中短债,TIANHONGANHENG60TIANGUNDONGCHIYOUDUANZHAIA
16715,020093,TKYLJKETFFQSLJA,泰康医疗健康ETF发起式联接A,指数型-股票,TAIKANGYILIAOJIANKANGETFFAQISHILIANJIEA
16716,020094,TKYLJKETFFQSLJC,泰康医疗健康ETF发起式联接C,指数型-股票,TAIKANGYILIAOJIANKANGETFFAQISHILIANJIEC
16717,020095,FGZZLSDLETFFQSLJA,富国中证绿色电力ETF发起式联接A,指数型-股票,FUGUOZHONGZHENGLVSEDIANLIETFFAQISHILIANJIEA
16718,020096,FGZZLSDLETFFQSLJC,富国中证绿色电力ETF发起式联接C,指数型-股票,FUGUOZHONGZHENGLVSEDIANLIETFFAQISHILIANJIEC
16719,020097,ZJHBE,中加货币E,货币型-普通货币,ZHONGJIAHUOBIE
16720,020098,WJHCHBPHYNCYQHHA,万家惠诚回报平衡一年持有期混合A,混合型-偏债,WANJIAHUICHENGHUIBAOPINGHENGYINIANCHIYOUQIHUNHEA
16721,020099,WJHCHBPHYNCYQHHC,万家惠诚回报平衡一年持有期混合C,混合型-偏债,WANJIAHUICHENGHUIBAOPINGHENGYINIANCHIYOUQIHUNHEC
16722,020100,YFDZZA100ETFLJFQSA,易方达中证A100ETF联接发起式A,指数型-股票,YIFANGDAZHONGZHENGA100ETFLIANJIEFAQISHIA
16723,020101,YFDZZA100ETFLJFQSC,易方达中证A100ETF联接发起式C,指数型-股票,YIFANGDAZHONGZHENGA100ETFLIANJIEFAQISHIC
16724,020102,YFDZZHGS300ETFFQSLJA,易方达中证沪港深300ETF发起式联接A,指数型-股票,YIFANGDAZHONGZHENGHUGANGSHEN300ETFFAQISHILIANJIEA
16725,020103,YFDZZHGS300ETFFQSLJC,易方达中证沪港深300ETF发起式联接C,指数型-股票,YIFANGDAZHONGZHENGHUGANGSHEN300ETFFAQISHILIANJIEC
16726,020104,YFDZZSHCYETFLJFQSA,易方达中证石化产业ETF联接发起式A,指数型-股票,YIFANGDAZHONGZHENGSHIHUACHANYEETFLIANJIEFAQISHIA
16727,020105,YFDZZSHCYETFLJFQSC,易方达中证石化产业ETF联接发起式C,指数型-股票,YIFANGDAZHONGZHENGSHIHUACHANYEETFLIANJIEFAQISHIC
16728,020106,XYCZDLHHC,兴业成长动力混合C,混合型-灵活,XINGYECHENGZHANGDONGLIHUNHEC
16729,020107,XYABYXHHC,兴业安保优选混合C,混合型-偏股,XINGYEANBAOYOUXUANHUNHEC
16730,020108,FGGZXXJSCXZTETFFQSLJA,富国国证信息技术创新主题ETF发起式联接A,指数型-股票,FUGUOGUOZHENGXINXIJISHUCHUANGXINZHUTIETFFAQISHILIANJIEA
16731,020109,FGGZXXJSCXZTETFFQSLJC,富国国证信息技术创新主题ETF发起式联接C,指数型-股票,FUGUOGUOZHENGXINXIJISHUCHUANGXINZHUTIETFFAQISHILIANJIEC
16732,020110,FGHSGGTYLBJETFFQSLJA,富国恒生港股通医疗保健ETF发起式联接A,指数型-股票,FUGUOHENGSHENGGANGGUTONGYILIAOBAOJIANETFFAQISHILIANJIEA
16733,020111,FGHSGGTYLBJETFFQSLJC,富国恒生港股通医疗保健ETF发起式联接C,指数型-股票,FUGUOHENGSHENGGANGGUTONGYILIAOBAOJIANETFFAQISHILIANJIEC
16734,020112,PHFHZQD,鹏华丰恒债券D,债券型-长债,PENGHUAFENGHENGZHAIQUAND
16735,020113,YFDZZHGS500ETFFQSLJA,易方达中证沪港深500ETF发起式联接A,指数型-股票,YIFANGDAZHONGZHENGHUGANGSHEN500ETFFAQISHILIANJIEA
16736,020114,YFDZZHGS500ETFFQSLJC,易方达中证沪港深500ETF发起式联接C,指数型-股票,YIFANGDAZHONGZHENGHUGANGSHEN500ETFFAQISHILIANJIEC
16737,020115,PYZZGYQYHLETFLJA,鹏扬中证国有企业红利ETF联接A,指数型-股票,PENGYANGZHONGZHENGGUOYOUQIYEHONGLIETFLIANJIEA
16738,020116,PYZZGYQYHLETFLJC,鹏扬中证国有企业红利ETF联接C,指数型-股票,PENGYANGZHONGZHENGGUOYOUQIYEHONGLIETFLIANJIEC
16739,020117,NHFYLHXGHHA,南华丰元量化选股混合A,混合型-偏股,NANHUAFENGYUANLIANGHUAXUANGUHUNHEA
16740,020118,NHFYLHXGHHC,南华丰元量化选股混合C,混合型-偏股,NANHUAFENGYUANLIANGHUAXUANGUHUNHEC
16741,020119,BSFSCZZQC,博时富顺纯债债券C,债券型-长债,BOSHIFUSHUNCHUNZHAIZHAIQUANC
16742,020120,BYHZLTHL50ZSFQSA,宝盈华证龙头红利50指数发起式A,指数型-股票,BAOYINGHUAZHENGLONGTOUHONGLI50ZHISHUFAQISHIA
16743,020121,BYHZLTHL50ZSFQSC,宝盈华证龙头红利50指数发起式C,指数型-股票,BAOYINGHUAZHENGLONGTOUHONGLI50ZHISHUFAQISHIC
16744,020122,YXYFXLE,圆信永丰兴利E,债券型-长债,YUANXINYONGFENGXINGLIE
16745,020123,XYZLD,鑫元臻利D,债券型-长债,XINYUANZHENLID
16746,020124,YHHSGTJXHHC,银华沪深股通精选混合C,混合型-偏股,YINHUAHUSHENGUTONGJINGXUANHUNHEC
16747,020126,DFLHCZLHPZHHC,东方量化成长灵活配置混合C,混合型-灵活,DONGFANGLIANGHUACHENGZHANGLINGHUOPEIZHIHUNHEC
16748,020127,GLHYCZE,国联恒裕纯债E,债券型-混合一级,GUOLIANHENGYUCHUNZHAIE
16749,020129,NFTTBHBE,南方天天宝货币E,货币型-普通货币,NANFANGTIANTIANBAOHUOBIE
16750,020130,FCSQS03NZJZZSA,蜂巢上清所0-3年政金债指数A,指数型-固收,FENGCHAOSHANGQINGSUO03NIANZHENGJINZHAIZHISHUA
16751,020131,FCSQS03NZJZZSC,蜂巢上清所0-3年政金债指数C,指数型-固收,FENGCHAOSHANGQINGSUO03NIANZHENGJINZHAIZHISHUC
16752,020132,ZYQSJXLHPZHHC,中邮趋势精选灵活配置混合C,混合型-灵活,ZHONGYOUQUSHIJINGXUANLINGHUOPEIZHIHUNHEC
16753,020133,DFH60TCYCZA,东方红60天持有纯债A,债券型-长债,DONGFANGHONG60TIANCHIYOUCHUNZHAIA
16754,020134,DFH60TCYCZC,东方红60天持有纯债C,债券型-长债,DONGFANGHONG60TIANCHIYOUCHUNZHAIC
16755,020135,HFJL90TGDCYZQA,华富吉禄90天滚动持有债券A,债券型-长债,HUAFUJILU90TIANGUNDONGCHIYOUZHAIQUANA
16756,020136,HFJL90TGDCYZQC,华富吉禄90天滚动持有债券C,债券型-长债,HUAFUJILU90TIANGUNDONGCHIYOUZHAIQUANC
16757,020137,PAYLJKHHC,平安医疗健康混合C,混合型-偏股,PINGANYILIAOJIANKANGHUNHEC
16758,020138,YYQXHHA,永赢启鑫混合A,混合型-偏股,YONGYINGQIXINHUNHEA
16759,020139,YYQXHHC,永赢启鑫混合C,混合型-偏股,YONGYINGQIXINHUNHEC
16760,020140,GSABPZXFGPFQSA,国寿安保品质消费股票发起式A,股票型,GUOSHOUANBAOPINZHIXIAOFEIGUPIAOFAQISHIA
16761,020141,GSABPZXFGPFQSC,国寿安保品质消费股票发起式C,股票型,GUOSHOUANBAOPINZHIXIAOFEIGUPIAOFAQISHIC
16762,020142,LBMZGYLJKGPFQA,路博迈中国医疗健康股票发起A,股票型,LUBOMAIZHONGGUOYILIAOJIANKANGGUPIAOFAQIA
16763,020143,LBMZGYLJKGPFQC,路博迈中国医疗健康股票发起C,股票型,LUBOMAIZHONGGUOYILIAOJIANKANGGUPIAOFAQIC
16764,020144,YHZCZQ,银华致淳债券,债券型-长债,YINHUAZHICHUNZHAIQUAN
16765,020145,XBLDFCSGYDKZQA,西部利得沣淳三个月定开债券A,债券型-长债,XIBULIDEFENGCHUNSANGEYUEDINGKAIZHAIQUANA
16766,020146,XBLDFCSGYDKZQC,西部利得沣淳三个月定开债券C,债券型-长债,XIBULIDEFENGCHUNSANGEYUEDINGKAIZHAIQUANC
16767,020147,XYJZPHHHA,兴银价值平衡混合A,混合型-平衡,XINGYINJIAZHIPINGHENGHUNHEA
16768,020148,XYJZPHHHC,兴银价值平衡混合C,混合型-平衡,XINGYINJIAZHIPINGHENGHUNHEC
16769,020149,YFDAZ180TCYQZQA,易方达安泽180天持有期债券A,债券型-混合一级,YIFANGDAANZE180TIANCHIYOUQIZHAIQUANA
16770,020150,YFDAZ180TCYQZQC,易方达安泽180天持有期债券C,债券型-混合一级,YIFANGDAANZE180TIANCHIYOUQIZHAIQUANC
16771,020151,ZXBCJQYXHHA,中信保诚景气优选混合A,混合型-偏股,ZHONGXINBAOCHENGJINGQIYOUXUANHUNHEA
16772,020152,ZXBCJQYXHHC,中信保诚景气优选混合C,混合型-偏股,ZHONGXINBAOCHENGJINGQIYOUXUANHUNHEC
16773,020153,HB03NZJZZSA,华宝0-3年政金债指数A,指数型-固收,HUABAO03NIANZHENGJINZHAIZHISHUA
16774,020154,HB03NZJZZSC,华宝0-3年政金债指数C,指数型-固收,HUABAO03NIANZHENGJINZHAIZHISHUC
16775,020155,CSLHHLHHC,长盛量化红利混合C,混合型-偏股,CHANGSHENGLIANGHUAHONGLIHUNHEC
16776,020156,JYZZHLDBD100ZSA,交银中证红利低波动100指数A,指数型-股票,JIAOYINZHONGZHENGHONGLIDIBODONG100ZHISHUA
16777,020157,JYZZHLDBD100ZSC,交银中证红利低波动100指数C,指数型-股票,JIAOYINZHONGZHENGHONGLIDIBODONG100ZHISHUC
16778,020158,XAHXZXHHA,信澳核心智选混合A,混合型-偏股,XINAOHEXINZHIXUANHUNHEA
16779,020159,XAHXZXHHC,信澳核心智选混合C,混合型-偏股,XINAOHEXINZHIXUANHUNHEC
16780,020160,ZXBCHS300ZSZQA,中信保诚沪深300指数增强A,指数型-股票,ZHONGXINBAOCHENGHUSHEN300ZHISHUZENGQIANGA
16781,020161,ZXBCHS300ZSZQC,中信保诚沪深300指数增强C,指数型-股票,ZHONGXINBAOCHENGHUSHEN300ZHISHUZENGQIANGC
16782,020162,HARXYXHHA,华安睿信优选混合A,混合型-偏股,HUAANRUIXINYOUXUANHUNHEA
16783,020163,HARXYXHHC,华安睿信优选混合C,混合型-偏股,HUAANRUIXINYOUXUANHUNHEC
16784,020164,ZXBCZZ02NZJZZSC,中信保诚中债0-2年政金债指数C,指数型-固收,ZHONGXINBAOCHENGZHONGZHAI02NIANZHENGJINZHAIZHISHUC
16785,020165,ZXBCZZ02NZJZZSA,中信保诚中债0-2年政金债指数A,指数型-固收,ZHONGXINBAOCHENGZHONGZHAI02NIANZHENGJINZHAIZHISHUA
16786,020168,GFXYHBHHA,广发信远回报混合A,混合型-偏股,GUANGFAXINYUANHUIBAOHUNHEA
16787,020169,GFXYHBHHC,广发信远回报混合C,混合型-偏股,GUANGFAXINYUANHUIBAOHUNHEC
16788,020170,WJCFETS03NQSDSGYQYXYZJXZSFQSA,万家CFETS0-3年期山东省国有企业信用债精选指数发起式A,指数型-固收,WANJIACFETS03NIANQISHANDONGSHENGGUOYOUQIYEXINYONGZHAIJINGXUANZHISHUFAQISHIA
16789,020171,WJCFETS03NQSDSGYQYXYZJXZSFQSC,万家CFETS0-3年期山东省国有企业信用债精选指数发起式C,指数型-固收,WANJIACFETS03NIANQISHANDONGSHENGGUOYOUQIYEXINYONGZHAIJINGXUANZHISHUFAQISHIC
16790,020172,HTBRYLMBRQ2035SNCYHHFQSFOF,华泰柏瑞养老目标日期2035三年持有混合发起式(FOF),FOF-均衡型,HUATAIBAIRUIYANGLAOMUBIAORIQI2035SANNIANCHIYOUHUNHEFAQISHIFOF
16791,020173,HAZDZZQD,汇安中短债债券D,债券型-中短债,HUIANZHONGDUANZHAIZHAIQUAND
16792,020174,DCHMCZZQC,大成惠明纯债债券C,债券型-长债,DACHENGHUIMINGCHUNZHAIZHAIQUANC
16793,020175,GTJAWZZLZQFQA,国泰君安稳债增利债券发起A,债券型-混合二级,GUOTAIJUNANWENZHAIZENGLIZHAIQUANFAQIA
16794,020176,GTJAWZZLZQFQC,国泰君安稳债增利债券发起C,债券型-混合二级,GUOTAIJUNANWENZHAIZENGLIZHAIQUANFAQIC
16795,020177,JSSJXX6GYCYZQA,嘉实双季兴享6个月持有债券A,债券型-混合一级,JIASHISHUANGJIXINGXIANG6GEYUECHIYOUZHAIQUANA
16796,020178,JSSJXX6GYCYZQC,嘉实双季兴享6个月持有债券C,债券型-混合一级,JIASHISHUANGJIXINGXIANG6GEYUECHIYOUZHAIQUANC
16797,020180,JXSZCZHHC,金信深圳成长混合C,混合型-灵活,JINXINSHENZHENCHENGZHANGHUNHEC
16798,020181,CCZYTYZQFQSA,长城智盈添益债券发起式A,债券型-混合二级,CHANGCHENGZHIYINGTIANYIZHAIQUANFAQISHIA
16799,020182,CCZYTYZQFQSC,长城智盈添益债券发起式C,债券型-混合二级,CHANGCHENGZHIYINGTIANYIZHAIQUANFAQISHIC
