排序	编码		名称		类型		索提诺比率	夏普比率	MA趋势		增长率	净增长	最大回撤	2023-04-21	2025-11-04
1*	009478	N/A		C类		2.7155		1.836		↑			90.74%		0.9697	10.47%		1.0687		2.0384
2	019514	N/A		C类		2.5574		1.5317		↑			104.82%		1.3406	16.05%		1.2790		2.6196
3	021500	N/A		C类		2.4499		1.5136		↑			112.23%		1.404	30.77%		1.2510		2.6550
4	021031	N/A		C类		1.8678		1.2909		↓			86.36%		0.8636	19.32%		1.0000		1.8636
5	017437	N/A		C类		1.852		1.2453		↑			117.05%		1.2366	29.91%		1.0565		2.2931
6	020662	N/A		C类		1.7265		1.1083		↑			90.37%		0.9037	31.19%		1.0000		1.9037
7	020635	N/A		C类		1.6062		1.1099		↓			72.59%		0.7259	18.59%		1.0000		1.7259
8	019548	N/A		C类		1.4078		0.9461		↑			44.04%		0.4404	21.85%		1.0000		1.4404
9	020398	N/A		C类		1.3517		0.9294		↓			71.95%		0.7195	24.77%		1.0000		1.7195
10	015290	N/A		C类		1.2348		0.8536		↓			62.69%		0.6618	28.24%		1.0556		1.7174
11	006328	N/A		C类		1.0793		0.7099		↑			61.84%		0.4643	25.66%		0.7508		1.2151
12	015857	N/A		C类		1.0576		0.7054		↑			59.62%		0.5926	30.45%		0.9939		1.5865
13	519022	N/A		C类		0.6493		0.4265		↑			25.0%		0.5519	16.91%		2.2072		2.7591
14	017811	N/A		C类		0.4628		0.2873		↑			17.68%		0.2201	45.08%		1.2450		1.4651
15	010655	N/A		C类		0.4427		0.2949		↑			19.57%		0.1786	34.27%		0.9127		1.0913
16	018957	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
17	009645	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
18	015389	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
19	008888	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
20	160424	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
21	016600	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
22	016465	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
23	016371	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
24	016283	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
25	016068	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
26	018994	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
27	015751	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
28	015877	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
29	015686	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
30	015868	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
31	016616	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
32	016238	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
33	015454	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
34	015152	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
35	015971	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
36	015508	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
37	015683	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
38	015690	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
39	015642	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
40	015968	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
41	016049	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
42	014662	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
43	015039	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
44	014544	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
45	014320	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
46	014345	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
47	014985	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
48	014954	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
49	015144	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
50	015947	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
51	014855	N/A		C类		0.0		0.0		N/A			0.0%		0.0	0.0%		0		0
