排序	编码		名称		类型		2025-08-07	2025-11-04	净增长	增长率	最大回撤	夏普比率	MA趋势
1	006503	N/A		C类		2.2806		3.6498		1.3692	60.04%		13.97%		3.6013		N/A
2	006888	N/A		C类		1.3730		2.0787		0.7057	51.4%		15.73%		2.9882		N/A
3	002112	N/A		C类		2.2578		3.4002		1.1424	50.6%		16.24%		3.0475		N/A
4	016371	N/A		C类		1.0218		1.5368		0.515	50.4%		17.19%		2.9163		N/A
5	010392	N/A		C类		1.0913		1.6241		0.5328	48.82%		10.4%		3.8361		N/A
6	014728	N/A		C类		1.5157		2.2531		0.7374	48.65%		7.98%		4.6881		N/A
7	011120	N/A		C类		1.6400		2.4330		0.793	48.35%		12.79%		3.2419		N/A
8	011823	N/A		C类		0.8933		1.3200		0.4267	47.77%		9.62%		4.1138		N/A
9	008087	N/A		C类		1.3537		2.0004		0.6467	47.77%		12.0%		3.5453		N/A
10	007818	N/A		C类		1.7046		2.5182		0.8136	47.73%		11.8%		3.4206		N/A
11	018957	N/A		C类		2.0156		2.9701		0.9545	47.36%		17.4%		2.9148		N/A
12	011301	N/A		C类		0.9963		1.4669		0.4706	47.23%		9.58%		4.1793		N/A
13	008989	N/A		C类		1.8971		2.7844		0.8873	46.77%		12.03%		3.1781		N/A
14	016600	N/A		C类		3.0514		4.4489		1.3975	45.8%		12.15%		3.8358		N/A
15	001407	N/A		C类		2.7190		3.9530		1.234	45.38%		11.85%		3.8723		N/A
16	008327	N/A		C类		1.6349		2.3732		0.7383	45.16%		13.02%		3.1425		N/A
17	014162	N/A		C类		2.3668		3.4184		1.0516	44.43%		13.27%		3.2629		N/A
18	005300	N/A		C类		2.6819		3.8713		1.1894	44.35%		13.32%		3.2726		N/A
19	012895	N/A		C类		0.6813		0.9819		0.3006	44.12%		10.06%		3.9566		N/A
20	013305	N/A		C类		0.7369		1.0595		0.3226	43.78%		9.98%		3.9319		N/A
21	021500	N/A		C类		1.8510		2.6550		0.804	43.44%		12.14%		3.9136		N/A
22	012908	N/A		C类		0.7016		1.0064		0.3048	43.44%		10.04%		3.8744		N/A
23	011370	N/A		C类		1.1358		1.6269		0.4911	43.24%		17.39%		2.8433		N/A
24	015686	N/A		C类		2.5320		3.6180		1.086	42.89%		11.77%		3.2662		N/A
25	013311	N/A		C类		0.7037		1.0045		0.3008	42.75%		9.99%		3.8651		N/A
26	014855	N/A		C类		1.3112		1.8714		0.5602	42.72%		12.1%		3.4976		N/A
27	014320	N/A		C类		1.3295		1.8891		0.5596	42.09%		12.79%		3.2536		N/A
28	015389	N/A		C类		1.5653		2.2164		0.6511	41.6%		12.84%		3.1074		N/A
29	002170	N/A		C类		4.0388		5.6941		1.6553	40.98%		13.08%		3.7228		N/A
30	018994	N/A		C类		2.0601		2.8974		0.8373	40.64%		12.17%		3.3323		N/A
31	011400	N/A		C类		0.6884		0.9673		0.2789	40.51%		11.27%		3.2388		N/A
32	009708	N/A		C类		1.9532		2.7197		0.7665	39.24%		11.49%		3.3312		N/A
33	015152	N/A		C类		1.1871		1.6479		0.4608	38.82%		13.73%		3.584		N/A
34	014985	N/A		C类		1.2428		1.7235		0.4807	38.68%		9.98%		3.8538		N/A
35	011452	N/A		C类		1.0887		1.4993		0.4106	37.71%		17.91%		2.3329		N/A
36	014642	N/A		C类		6.2230		8.5653		2.3423	37.64%		9.09%		3.6757		N/A
37	008021	N/A		C类		1.0146		1.3942		0.3796	37.41%		12.22%		3.1518		N/A
38	019514	N/A		C类		1.9229		2.6196		0.6967	36.23%		13.83%		2.9787		N/A
39	012922	N/A		C类		1.8081		2.4592		0.6511	36.01%		5.19%		4.8006		N/A
40	014143	N/A		C类		6.6014		8.9576		2.3562	35.69%		14.4%		2.8145		N/A
41	016068	N/A		C类		0.8887		1.2022		0.3135	35.28%		11.2%		3.7905		N/A
42	015877	N/A		C类		1.1566		1.5642		0.4076	35.24%		11.82%		3.5649		N/A
43	011840	N/A		C类		1.1040		1.4901		0.3861	34.97%		11.59%		3.165		N/A
44	008586	N/A		C类		0.9962		1.3444		0.3482	34.95%		11.6%		3.1585		N/A
45	015690	N/A		C类		3.5410		4.7770		1.236	34.91%		10.14%		3.4132		N/A
46	013841	N/A		C类		1.0664		1.4373		0.3709	34.78%		12.3%		2.9085		N/A
47	005963	N/A		C类		2.9897		4.0278		1.0381	34.72%		10.47%		3.2371		N/A
48	007465	N/A		C类		1.5777		2.1234		0.5457	34.59%		9.15%		3.8323		N/A
49	012734	N/A		C类		1.2649		1.7011		0.4362	34.48%		11.36%		3.1488		N/A
50	020662	N/A		C类		1.4159		1.9037		0.4878	34.45%		13.46%		2.6022		N/A
51	007356	N/A		C类		2.5350		3.3974		0.8624	34.02%		9.69%		3.4597		N/A
