排序	编码		名称		类型		2025-10-06	2025-11-04	净增长	增长率	最大回撤	夏普比率	MA趋势
1	006503	N/A		C类		3.2869		3.6498		0.3629	11.04%		9.66%		2.6904		N/A
2	012922	N/A		C类		2.3364		2.4592		0.1228	5.26%		5.19%		2.3125		N/A
3	006888	N/A		C类		1.9847		2.0787		0.094	4.74%		11.91%		1.3413		N/A
4	016371	N/A		C类		1.4917		1.5368		0.0451	3.02%		11.46%		0.9195		N/A
5	019548	N/A		C类		1.4019		1.4404		0.0385	2.75%		3.27%		2.0498		N/A
6	014728	N/A		C类		2.1979		2.2531		0.0552	2.51%		7.98%		0.9754		N/A
7	002112	N/A		C类		3.3308		3.4002		0.0694	2.08%		10.28%		0.7269		N/A
8	020662	N/A		C类		1.8667		1.9037		0.037	1.98%		11.71%		0.7115		N/A
9	008920	N/A		C类		1.8498		1.8816		0.0318	1.72%		9.23%		0.6517		N/A
10	011370	N/A		C类		1.6061		1.6269		0.0208	1.3%		11.5%		0.5484		N/A
11	021500	N/A		C类		2.6350		2.6550		0.02	0.76%		9.64%		0.3965		N/A
12	016283	N/A		C类		1.3630		1.3710		0.008	0.59%		2.27%		0.5576		N/A
13	018957	N/A		C类		2.9529		2.9701		0.0172	0.58%		10.41%		0.3709		N/A
14	009478	N/A		C类		2.0322		2.0384		0.0062	0.31%		9.08%		0.1898		N/A
15	004815	N/A		C类		2.3598		2.3664		0.0066	0.28%		1.84%		0.1349		N/A
16	008987	N/A		C类		1.9254		1.9299		0.0045	0.23%		9.72%		0.165		N/A
17	014662	N/A		C类		2.0368		2.0405		0.0037	0.18%		9.85%		0.1439		N/A
18	009034	N/A		C类		2.1115		2.1148		0.0033	0.16%		9.6%		0.1282		N/A
19	007818	N/A		C类		2.5161		2.5182		0.0021	0.08%		9.2%		0.2297		N/A
20	004433	N/A		C类		0		0		0.0	0.0%		0.0%		0.0		N/A
21	009505	N/A		C类		1.9199		1.9197		-0.0002	-0.01%		9.73%		0.0546		N/A
22	011452	N/A		C类		1.5064		1.4993		-0.0071	-0.47%		12.15%		0.1662		N/A
23	008989	N/A		C类		2.8085		2.7844		-0.0241	-0.86%		9.59%		-0.0098		N/A
24	015039	N/A		C类		0.7544		0.7469		-0.0075	-0.99%		3.91%		-0.924		N/A
25	017437	N/A		C类		2.3202		2.2931		-0.0271	-1.17%		4.24%		-0.5696		N/A
26	010392	N/A		C类		1.6451		1.6241		-0.021	-1.28%		10.4%		-0.1751		N/A
27	007509	N/A		C类		4.6010		4.5420		-0.059	-1.28%		5.63%		-0.7026		N/A
28	008327	N/A		C类		2.4080		2.3732		-0.0348	-1.45%		9.38%		-0.1857		N/A
29	016600	N/A		C类		4.5182		4.4489		-0.0693	-1.53%		7.57%		-0.5216		N/A
30	014162	N/A		C类		3.4758		3.4184		-0.0574	-1.65%		10.04%		-0.3259		N/A
31	005300	N/A		C类		3.9363		3.8713		-0.065	-1.65%		10.2%		-0.3238		N/A
32	011892	N/A		C类		1.9702		1.9358		-0.0344	-1.75%		11.64%		-0.1651		N/A
33	015868	N/A		C类		1.4594		1.4326		-0.0268	-1.84%		5.24%		-1.3922		N/A
34	004235	N/A		C类		5.1610		5.0621		-0.0989	-1.92%		2.58%		-4.0041		N/A
35	015683	N/A		C类		2.2729		2.2275		-0.0454	-2.0%		9.28%		-0.5541		N/A
36	011400	N/A		C类		0.9887		0.9673		-0.0214	-2.16%		10.96%		-0.3762		N/A
37	010236	N/A		C类		3.1727		3.1043		-0.0684	-2.16%		10.49%		-0.5215		N/A
38	014642	N/A		C类		8.7578		8.5653		-0.1925	-2.2%		9.09%		-0.626		N/A
39	004241	N/A		C类		2.8818		2.8166		-0.0652	-2.26%		4.71%		-1.8652		N/A
40	008187	N/A		C类		3.3599		3.2835		-0.0764	-2.27%		7.17%		-0.9047		N/A
41	011412	N/A		C类		1.7964		1.7547		-0.0417	-2.32%		11.41%		-0.316		N/A
42	014544	N/A		C类		1.7084		1.6670		-0.0414	-2.42%		9.72%		-0.7136		N/A
43	008087	N/A		C类		2.0514		2.0004		-0.051	-2.49%		10.72%		-0.4492		N/A
44	006166	N/A		C类		2.6023		2.5370		-0.0653	-2.51%		4.23%		-2.4186		N/A
45	014130	N/A		C类		1.7848		1.7388		-0.046	-2.58%		9.89%		-0.9155		N/A
46	010791	N/A		C类		1.2102		1.1784		-0.0318	-2.63%		6.38%		-1.0672		N/A
47	009727	N/A		C类		1.6488		1.6047		-0.0441	-2.67%		5.7%		-1.9683		N/A
48	014156	N/A		C类		1.2887		1.2541		-0.0346	-2.68%		5.44%		-1.8081		N/A
49	008319	N/A		C类		1.7916		1.7421		-0.0495	-2.76%		4.69%		-2.1018		N/A
50	011823	N/A		C类		1.3578		1.3200		-0.0378	-2.78%		9.62%		-0.6718		N/A
51	001557	N/A		C类		1.5617		1.5174		-0.0443	-2.84%		6.28%		-1.7309		N/A
