date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2026-01-08,1.2674,1.2674,-0.0070999999999999995,场内买入,场内卖出,
2026-01-07,1.2765,1.2765,-0.002,场内买入,场内卖出,
2026-01-06,1.279,1.279,0.0163999999999999,场内买入,场内卖出,
2026-01-05,1.2584,1.2584,0.0237999999999999,场内买入,场内卖出,
2025-12-31,1.2292,1.2292,-0.0059,场内买入,场内卖出,
2025-12-30,1.2365,1.2365,0.0037,场内买入,场内卖出,
2025-12-29,1.232,1.232,-0.0065,场内买入,场内卖出,
2025-12-26,1.24,1.24,0.0053,场内买入,场内卖出,
2025-12-25,1.2335,1.2335,0.0013,场内买入,场内卖出,
2025-12-24,1.2319,1.2319,0.002,场内买入,场内卖出,
2025-12-23,1.2295,1.2295,0.0043,场内买入,场内卖出,
2025-12-22,1.2242,1.2242,0.0103,场内买入,场内卖出,
2025-12-19,1.2117,1.2117,0.0053,场内买入,场内卖出,
2025-12-18,1.2053,1.2053,-0.0069999999999999,场内买入,场内卖出,
2025-12-17,1.2138,1.2138,0.0181,场内买入,场内卖出,
2025-12-16,1.1922,1.1922,-0.0134,场内买入,场内卖出,
2025-12-15,1.2084,1.2084,-0.0081,场内买入,场内卖出,
2025-12-12,1.2183,1.2183,0.0072,场内买入,场内卖出,
2025-12-11,1.2096,1.2096,-0.008,场内买入,场内卖出,
2025-12-10,1.2193,1.2193,-0.0011,场内买入,场内卖出,
2025-12-09,1.2207,1.2207,-0.0060999999999999,场内买入,场内卖出,
2025-12-08,1.2282,1.2282,0.0069999999999999,场内买入,场内卖出,
2025-12-05,1.2197,1.2197,0.0086,场内买入,场内卖出,
2025-12-04,1.2093,1.2093,0.0062,场内买入,场内卖出,
2025-12-03,1.2018,1.2018,-0.0054,场内买入,场内卖出,
2025-12-02,1.2083,1.2083,-0.0054,场内买入,场内卖出,
2025-12-01,1.2148,1.2148,0.0118,场内买入,场内卖出,
2025-11-28,1.2006,1.2006,0.0025,场内买入,场内卖出,
2025-11-27,1.1976,1.1976,-0.0033,场内买入,场内卖出,
2025-11-26,1.2016,1.2016,0.0086,场内买入,场内卖出,
2025-11-25,1.1914,1.1914,0.01,场内买入,场内卖出,
2025-11-24,1.1796,1.1796,-0.0002,场内买入,场内卖出,
2025-11-21,1.1798,1.1798,-0.024,场内买入,场内卖出,
2025-11-20,1.2088,1.2088,-0.0069,场内买入,场内卖出,
2025-11-19,1.2172,1.2172,0.0055,场内买入,场内卖出,
2025-11-18,1.2105,1.2105,-0.0067,场内买入,场内卖出,
2025-11-17,1.2187,1.2187,-0.0064,场内买入,场内卖出,
2025-11-14,1.2265,1.2265,-0.0163999999999999,场内买入,场内卖出,
2025-11-13,1.247,1.247,0.0162,场内买入,场内卖出,
2025-11-12,1.2271,1.2271,-0.0002,场内买入,场内卖出,
2025-11-11,1.2274,1.2274,-0.0086,场内买入,场内卖出,
2025-11-10,1.2381,1.2381,0.0016,场内买入,场内卖出,
2025-11-07,1.2361,1.2361,-0.0021,场内买入,场内卖出,
2025-11-06,1.2387,1.2387,0.0162,场内买入,场内卖出,
2025-11-05,1.2189,1.2189,0.0029,场内买入,场内卖出,
2025-11-04,1.2154,1.2154,-0.009,场内买入,场内卖出,
2025-11-03,1.2264,1.2264,0.0014,场内买入,场内卖出,
2025-10-31,1.2247,1.2247,-0.0149,场内买入,场内卖出,
2025-10-30,1.2432,1.2432,-0.0058,场内买入,场内卖出,
2025-10-29,1.2504,1.2504,0.0121,场内买入,场内卖出,
2025-10-28,1.2354,1.2354,-0.0068,场内买入,场内卖出,
2025-10-27,1.2439,1.2439,0.0104,场内买入,场内卖出,
2025-10-24,1.2311,1.2311,0.0154,场内买入,场内卖出,
2025-10-23,1.2124,1.2124,0.0043,场内买入,场内卖出,
2025-10-22,1.2072,1.2072,-0.0038,场内买入,场内卖出,
2025-10-21,1.2118,1.2118,0.0163999999999999,场内买入,场内卖出,
2025-10-20,1.1922,1.1922,0.0046,场内买入,场内卖出,
2025-10-17,1.1868,1.1868,-0.0227999999999999,场内买入,场内卖出,
2025-10-16,1.2145,1.2145,0.0034999999999999,场内买入,场内卖出,
2025-10-15,1.2103,1.2103,0.0152,场内买入,场内卖出,
2025-10-14,1.1922,1.1922,-0.0148,场内买入,场内卖出,
2025-10-13,1.2101,1.2101,-0.0046,场内买入,场内卖出,
2025-10-10,1.2157,1.2157,-0.0256,场内买入,场内卖出,
2025-10-09,1.2477,1.2477,0.0189,场内买入,场内卖出,
2025-09-30,1.2245,1.2245,0.0086,场内买入,场内卖出,
2025-09-29,1.214,1.214,0.0149,场内买入,场内卖出,
2025-09-26,1.1962,1.1962,-0.0109,场内买入,场内卖出,
2025-09-25,1.2094,1.2094,0.0073,场内买入,场内卖出,
2025-09-24,1.2006,1.2006,0.0144,场内买入,场内卖出,
2025-09-23,1.1835,1.1835,-0.0003,场内买入,场内卖出,
2025-09-22,1.1838,1.1838,0.0062,场内买入,场内卖出,
2025-09-19,1.1765,1.1765,0.002,场内买入,场内卖出,
2025-09-18,1.1741,1.1741,-0.0109,场内买入,场内卖出,
2025-09-17,1.187,1.187,0.0073,场内买入,场内卖出,
2025-09-16,1.1784,1.1784,-0.0026,场内买入,场内卖出,
2025-09-15,1.1815,1.1815,0.0039,场内买入,场内卖出,
2025-09-12,1.1769,1.1769,-0.0028,场内买入,场内卖出,
2025-09-11,1.1802,1.1802,0.0223,场内买入,场内卖出,
2025-09-10,1.1544,1.1544,0.0018,场内买入,场内卖出,
2025-09-09,1.1523,1.1523,-0.0098,场内买入,场内卖出,
2025-09-08,1.1637,1.1637,0.004,场内买入,场内卖出,
2025-09-05,1.1591,1.1591,0.0258,场内买入,场内卖出,
2025-09-04,1.13,1.13,-0.0237999999999999,场内买入,场内卖出,
