date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2026-01-07,1.0003,1.0003,-0.0069,场内买入,场内卖出,
2026-01-06,1.0072,1.0072,0.0112,场内买入,场内卖出,
2026-01-05,0.996,0.996,0.038,场内买入,场内卖出,
2025-12-31,0.9595,0.9595,-0.0103,暂停申购,暂停赎回,
2025-12-30,0.9695,0.9695,0.0096,场内买入,场内卖出,
2025-12-29,0.9603,0.9603,-0.0043,场内买入,场内卖出,
2025-12-26,0.9644,0.9644,-0.0004,暂停申购,暂停赎回,
2025-12-25,0.9648,0.9648,-0.0011,暂停申购,暂停赎回,
2025-12-24,0.9659,0.9659,0.0007,暂停申购,暂停赎回,
2025-12-23,0.9652,0.9652,-0.0068,场内买入,场内卖出,
2025-12-22,0.9718,0.9718,0.005,场内买入,场内卖出,
2025-12-19,0.967,0.967,0.0128,场内买入,场内卖出,
2025-12-18,0.9548,0.9548,-0.0074,场内买入,场内卖出,
2025-12-17,0.9619,0.9619,0.0097,场内买入,场内卖出,
2025-12-16,0.9527,0.9527,-0.0168,场内买入,场内卖出,
2025-12-15,0.969,0.969,-0.0289,场内买入,场内卖出,
2025-12-12,0.9978,0.9978,0.0144,场内买入,场内卖出,
2025-12-11,0.9836,0.9836,-0.0103,场内买入,场内卖出,
2025-12-10,0.9938,0.9938,0.0014,场内买入,场内卖出,
2025-12-09,0.9924,0.9924,-0.0166,场内买入,场内卖出,
2025-12-08,1.0092,1.0092,-0.003,场内买入,场内卖出,
2025-12-05,1.0122,1.0122,0.0,场内买入,场内卖出,
2025-11-28,0.9989,0.9989,0.0,场内买入,场内卖出,
2025-11-21,0.9951,0.9951,0.0,场内买入,场内卖出,
2025-11-18,1.0,1.0,0.0,场内买入,场内卖出,
