date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2026-01-16,1.0046,1.0046,0.0019,场内买入,场内卖出,
2026-01-15,1.0027,1.0027,0.0040999999999999,场内买入,场内卖出,
2026-01-14,0.9986,0.9986,0.0006,场内买入,场内卖出,
2026-01-13,0.998,0.998,-0.01,场内买入,场内卖出,
2026-01-12,1.0081,1.0081,0.0096,场内买入,场内卖出,
2026-01-09,0.9985,0.9985,0.0024,场内买入,场内卖出,
2026-01-08,0.9961,0.9961,-0.0076,场内买入,场内卖出,
2026-01-07,1.0037,1.0037,0.0031,场内买入,场内卖出,
2026-01-06,1.0006,1.0006,0.0093999999999999,场内买入,场内卖出,
2026-01-05,0.9913,0.9913,0.0297,场内买入,场内卖出,
2025-12-31,0.9627,0.9627,-0.0092,场内买入,场内卖出,
2025-12-30,0.9716,0.9716,0.0023,场内买入,场内卖出,
2025-12-29,0.9694,0.9694,-0.0093999999999999,场内买入,场内卖出,
2025-12-26,0.9786,0.9786,0.0013,场内买入,场内卖出,
2025-12-25,0.9773,0.9773,0.0031,场内买入,场内卖出,
2025-12-24,0.9743,0.9743,0.0029,场内买入,场内卖出,
2025-12-23,0.9715,0.9715,0.0022,场内买入,场内卖出,
2025-12-22,0.9694,0.9694,0.0115,场内买入,场内卖出,
2025-12-19,0.9584,0.9584,0.0068,场内买入,场内卖出,
2025-12-18,0.9519,0.9519,-0.0106,场内买入,场内卖出,
2025-12-17,0.9621,0.9621,0.0204,场内买入,场内卖出,
2025-12-16,0.9429,0.9429,-0.012,场内买入,场内卖出,
2025-12-15,0.9544,0.9544,-0.01,场内买入,场内卖出,
2025-12-12,0.964,0.964,0.0067,场内买入,场内卖出,
2025-12-11,0.9576,0.9576,-0.0098999999999999,场内买入,场内卖出,
2025-12-10,0.9672,0.9672,0.0004,场内买入,场内卖出,
2025-12-09,0.9668,0.9668,-0.0049,场内买入,场内卖出,
2025-12-08,0.9716,0.9716,0.0083,场内买入,场内卖出,
2025-12-05,0.9636,0.9636,0.0064,场内买入,场内卖出,
2025-12-04,0.9575,0.9575,0.0048,场内买入,场内卖出,
2025-12-03,0.9529,0.9529,-0.0081,场内买入,场内卖出,
2025-12-02,0.9607,0.9607,-0.0078,场内买入,场内卖出,
2025-12-01,0.9683,0.9683,0.0116,场内买入,场内卖出,
2025-11-28,0.9572,0.9572,0.0025,场内买入,场内卖出,
2025-11-27,0.9548,0.9548,-0.0045,场内买入,场内卖出,
2025-11-26,0.9591,0.9591,0.0126,场内买入,场内卖出,
2025-11-25,0.9472,0.9472,0.0081999999999999,场内买入,场内卖出,
2025-11-24,0.9395,0.9395,0.002,场内买入,场内卖出,
2025-11-21,0.9376,0.9376,-0.0227999999999999,场内买入,场内卖出,
2025-11-20,0.9595,0.9595,-0.0089,场内买入,场内卖出,
2025-11-19,0.9681,0.9681,0.0006,场内买入,场内卖出,
2025-11-18,0.9675,0.9675,-0.004,场内买入,场内卖出,
2025-11-17,0.9714,0.9714,-0.0046,场内买入,场内卖出,
2025-11-14,0.9759,0.9759,-0.0196,场内买入,场内卖出,
2025-11-13,0.9954,0.9954,0.0187,场内买入,场内卖出,
2025-11-12,0.9771,0.9771,0.0005,场内买入,场内卖出,
2025-11-11,0.9766,0.9766,-0.0073,场内买入,场内卖出,
2025-11-10,0.9838,0.9838,0.0069999999999999,场内买入,场内卖出,
2025-11-07,0.977,0.977,-0.0055,场内买入,场内卖出,
2025-11-06,0.9824,0.9824,0.0139,场内买入,场内卖出,
2025-11-05,0.9689,0.9689,0.004,场内买入,场内卖出,
2025-11-04,0.965,0.965,-0.0143,场内买入,场内卖出,
2025-11-03,0.979,0.979,-0.0016,场内买入,场内卖出,
2025-10-31,0.9806,0.9806,-0.0121999999999999,场内买入,场内卖出,
2025-10-30,0.9927,0.9927,-0.0098,场内买入,场内卖出,
2025-10-29,1.0025,1.0025,0.0113999999999999,场内买入,场内卖出,
2025-10-28,0.9912,0.9912,-0.0022,场内买入,场内卖出,
2025-10-27,0.9934,0.9934,0.0109,场内买入,场内卖出,
