date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2025-12-31,1.147,1.147,-0.0092,场内买入,场内卖出,
2025-12-30,1.1577,1.1577,0.0072,场内买入,场内卖出,
2025-12-29,1.1494,1.1494,0.0031,场内买入,场内卖出,
2025-12-26,1.1458,1.1458,-0.0032,场内买入,场内卖出,
2025-12-25,1.1495,1.1495,0.0029,场内买入,场内卖出,
2025-12-24,1.1462,1.1462,0.0158,场内买入,场内卖出,
2025-12-23,1.1284,1.1284,0.0017,场内买入,场内卖出,
2025-12-22,1.1265,1.1265,0.0147,场内买入,场内卖出,
2025-12-19,1.1102,1.1102,0.0024,场内买入,场内卖出,
2025-12-18,1.1075,1.1075,-0.0149,场内买入,场内卖出,
2025-12-17,1.1242,1.1242,0.0216,场内买入,场内卖出,
2025-12-16,1.1004,1.1004,-0.0103,场内买入,场内卖出,
2025-12-15,1.1119,1.1119,-0.0206,场内买入,场内卖出,
2025-12-12,1.1353,1.1353,0.0116,场内买入,场内卖出,
2025-12-11,1.1223,1.1223,-0.0183,场内买入,场内卖出,
2025-12-10,1.1432,1.1432,-0.0043,场内买入,场内卖出,
2025-12-09,1.1481,1.1481,0.0052,场内买入,场内卖出,
2025-12-08,1.1422,1.1422,0.0147,场内买入,场内卖出,
2025-12-05,1.1257,1.1257,0.002,场内买入,场内卖出,
2025-12-04,1.1235,1.1235,0.0040999999999999,场内买入,场内卖出,
2025-12-03,1.1189,1.1189,-0.0056999999999999,场内买入,场内卖出,
2025-12-02,1.1253,1.1253,-0.0042,场内买入,场内卖出,
2025-12-01,1.13,1.13,0.018,场内买入,场内卖出,
2025-11-28,1.11,1.11,0.0073,场内买入,场内卖出,
2025-11-27,1.102,1.102,0.0003,场内买入,场内卖出,
2025-11-26,1.1017,1.1017,0.0148,场内买入,场内卖出,
2025-11-25,1.0856,1.0856,0.0171,场内买入,场内卖出,
2025-11-24,1.0673,1.0673,-0.0007,场内买入,场内卖出,
2025-11-21,1.068,1.068,-0.0339,场内买入,场内卖出,
2025-11-20,1.1055,1.1055,-0.005,场内买入,场内卖出,
2025-11-19,1.1111,1.1111,-0.0070999999999999,场内买入,场内卖出,
2025-11-18,1.1191,1.1191,-0.0003,场内买入,场内卖出,
2025-11-17,1.1194,1.1194,-0.0021,场内买入,场内卖出,
2025-11-14,1.1218,1.1218,-0.0266,场内买入,场内卖出,
2025-11-13,1.1524,1.1524,0.0084,场内买入,场内卖出,
2025-11-12,1.1428,1.1428,-0.0008,场内买入,场内卖出,
2025-11-11,1.1437,1.1437,-0.0172,场内买入,场内卖出,
2025-11-10,1.1637,1.1637,-0.0051,场内买入,场内卖出,
2025-11-07,1.1697,1.1697,-0.0172,场内买入,场内卖出,
2025-11-06,1.1902,1.1902,0.0242,场内买入,场内卖出,
2025-11-05,1.1621,1.1621,-0.0009,场内买入,场内卖出,
2025-11-04,1.1631,1.1631,-0.0175,场内买入,场内卖出,
2025-11-03,1.1838,1.1838,0.0008,场内买入,场内卖出,
2025-10-31,1.1829,1.1829,-0.0200999999999999,场内买入,场内卖出,
2025-10-30,1.2072,1.2072,-0.0192,场内买入,场内卖出,
2025-10-29,1.2308,1.2308,0.0115,场内买入,场内卖出,
2025-10-28,1.2168,1.2168,-0.0056999999999999,场内买入,场内卖出,
2025-10-27,1.2238,1.2238,0.0233,场内买入,场内卖出,
2025-10-24,1.1959,1.1959,0.0334,场内买入,场内卖出,
2025-10-23,1.1573,1.1573,-0.0038,场内买入,场内卖出,
2025-10-22,1.1617,1.1617,-0.0048,场内买入,场内卖出,
2025-10-21,1.1673,1.1673,0.0338,场内买入,场内卖出,
2025-10-20,1.1291,1.1291,0.0127,场内买入,场内卖出,
2025-10-17,1.1149,1.1149,-0.0387,场内买入,场内卖出,
2025-10-16,1.1598,1.1598,-0.0003,场内买入,场内卖出,
2025-10-15,1.1601,1.1601,0.023,场内买入,场内卖出,
2025-10-14,1.134,1.134,-0.036,场内买入,场内卖出,
