date,net_value,cumulative_net_value,daily_growth_rate,purchase_status,redemption_status,dividend
2026-01-08,0.9266,1.8532,0.042199999999999994,场内买入,场内卖出,
2026-01-07,0.8891,1.7782,-0.0067,场内买入,场内卖出,
2026-01-06,0.8951,1.7902,0.0321,场内买入,场内卖出,
2026-01-05,0.8673,1.7346,0.0249,场内买入,场内卖出,
2025-12-31,0.8462,1.6924,0.0224,场内买入,场内卖出,
2025-12-30,0.8277,1.6554,-0.0055,场内买入,场内卖出,
2025-12-29,0.8323,1.6646,0.0124,场内买入,场内卖出,
2025-12-26,0.8221,1.6442,0.0118,场内买入,场内卖出,
2025-12-25,0.8125,1.625,0.0311,场内买入,场内卖出,
2025-12-24,0.788,1.576,0.0262,场内买入,场内卖出,
2025-12-23,0.7679,1.5358,-0.0144,场内买入,场内卖出,
2025-12-22,0.7791,1.5582,0.0055,场内买入,场内卖出,
2025-12-19,0.7748,1.5496,0.0135,场内买入,场内卖出,
2025-12-18,0.7645,1.529,0.0106,场内买入,场内卖出,
2025-12-17,0.7565,1.513,0.0019,场内买入,场内卖出,
2025-12-16,0.7551,1.5102,-0.0136,场内买入,场内卖出,
2025-12-15,0.7655,1.531,0.0086,场内买入,场内卖出,
2025-12-12,0.759,1.518,0.0111,场内买入,场内卖出,
2025-12-11,0.7507,1.5014,-0.0027,场内买入,场内卖出,
2025-12-10,0.7527,1.5054,0.0076,场内买入,场内卖出,
2025-12-09,0.747,1.494,-0.0012,场内买入,场内卖出,
2025-12-08,0.7479,1.4958,0.0112,场内买入,场内卖出,
2025-12-05,0.7396,1.4792,0.0243999999999999,场内买入,场内卖出,
2025-12-04,0.722,1.444,0.0063,场内买入,场内卖出,
2025-12-03,0.7175,1.435,-0.0108,场内买入,场内卖出,
2025-12-02,0.7253,1.4506,-0.0029,场内买入,场内卖出,
2025-12-01,0.7274,1.4548,0.0108,场内买入,场内卖出,
2025-11-28,0.7196,1.4392,0.0128,场内买入,场内卖出,
2025-11-27,0.7105,1.421,-0.0017,场内买入,场内卖出,
2025-11-26,0.7117,1.4234,-0.0197,场内买入,场内卖出,
